url,result
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-SESAR-2025-DES-IR-02-WA6-3?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide expliquant ma réponse : L'appel à projet spécifique concerne la recherche et le développement dans le domaine de l'aéronautique, en particulier pour les aéronefs verticaux (VCA) et les systèmes de gestion de trafic aérien. Les projets de l'entreprise que j'ai analysés ne montrent pas de similarité avec ce domaine spécifique. Les thématiques abordées par l'entreprise sont plus liées à l'entrepreneuriat, la stratégie, l'innovation, la biotechnologie, et ne touchent pas au domaine de l'aéronautique ou des systèmes de gestion de trafic aérien."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-SESAR-2025-DES-IR-02-WA4-2?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : -

Résumé rapide : L'appel à projet spécifique concerne des recherches et innovations dans le domaine des aéroports, de la sécurité aérienne et de la gestion du trafic aérien, ce qui n'a pas de lien direct avec les projets réalisés par l'entreprise, qui ont trait à l'incubation, l'investissement, la digital economy, la recherche et l'innovation dans d'autres domaines tels que la biotechnologie, les startups, etc."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-SESAR-2025-DES-IR-02-WA7-2?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projet semble très spécifique et technique, centré sur l'industrie aéronautique et la gestion de trafic aérien, ce qui ne correspond pas aux projets déjà réalisés par l'entreprise, qui se concentrent plutôt sur l'incubation, l'accélération et le soutien à l'entrepreneuriat, ainsi que sur la stratégie et le développement économique."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-SESAR-2025-DES-IR-02-WA4-1?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide expliquant ma réponse :
L'appel à projet européen décrit un projet de recherche et développement dans le domaine des systèmes de gestion du trafic aérien, avec un focus sur l'automatisation, la cybersécurité et l'environnement. Les projets déjà réalisés par l'entreprise sont principalement liés à l'incubation, au financement et au développement d'écosystèmes d'entreprises, avec un focus sur les technologies émergentes et la biotechnologie. Il n'y a pas de projet similaire dans le domaine des systèmes de gestion du trafic aérien."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-SESAR-2025-DES-IR-02-WA3-1?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Erreur Groq: Error code: 413 - {'error': {'message': 'Request too large for model `llama3-70b-8192` in organization `org_01jbbzmw5ae68swfw9axzac18x` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 12321, please reduce your message size and try again. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-SESAR-2025-DES-IR-02-WA2-1?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : None

Résumé rapide : La plupart des projets de l'entreprise sont liés à l'entrepreneuriat, la Deeptech, l'incubation, l'aéronautique et la biotechnologie, tandis que l'appel à projet spécifique est centré sur la recherche et le développement dans le domaine de l'aéronautique, en particulier sur les systèmes de communications et de navigation. Bien que l'entreprise ait des expériences dans l'aéronautique, le projet spécifique ne correspond pas aux compétences et aux thèmes abordés dans les projets passés de l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-SESAR-2025-DES-IR-02-WA6-2?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","**Pertinence : Oui**

Les projets similaires détectés sont :

* TECHNORIAT PPP Program ( Axe : Scientific Research, Deeptech, Acceleration, Entrepreneurship)
* Arab Bank Strategy (Axe : Digital Economy, Strategic Development, Financing)

Résumé rapide : 
La pertinence de ce projet est liée à la convergence des axes de recherche et développement dans les domains de l'aéronautique, des systèmes de navigation, de la sécurité et de la surveillance, qui sont des axes forts de l'entreprise. Les éléments clés tels que l'utilisation des réseaux cellulaires pour les opérations de drones, la surveillance et la navigation, la mise en place de solutions de bas coût pour les aéroports et les systèmes de gestion de la circulation aérienne sont tous des domaines où l'entreprise a déjà développé des compétences et des expertises.

En outre, la dimension entrepreneuriale et de développement économique du projet, qui vise à améliorer la situation des acteurs de l'aéronautique et des systèmes de navigation, est également en phase avec les objectifs de l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-SESAR-2025-DES-IR-02-WA5-1?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : None

Résumé rapide : 
L'appel à projets spécifique concerne la recherche et le développement de technologies pour améliorer la sécurité et l'efficacité des opérations aériennes) avec un focus sur l'automatisation et l'intelligence artificielle. Les projets précédents de l'entreprise sont principalement orientés vers l'entrepreneuriat, l'écosystème des startups, le financement et l'innovation dans les secteurs de la biotechnologie, de la santé et de l'économie numérique. Il n'y a pas de chevauchement entre les deux domaines, donc je considère que cette opportunité spécifique n'est pas pertinente pour l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-SESAR-2025-DES-IR-02-WA6-1?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Erreur Groq: Error code: 413 - {'error': {'message': 'Request too large for model `llama3-70b-8192` in organization `org_01jbbzmw5ae68swfw9axzac18x` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 8742, please reduce your message size and try again. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-2025-WOMENTECH?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","**Pertinence : Oui**

**Projets similaires détectés :** FACTORIAT, National Entrepreneurship Program, Arab Bank Strategy, World Bank Collaboration, MDBAN – Business Angels Network, BIATLABS, TECHNORIAT PPP Program et ABI – Applied Biotech & Innovation

**Résumé rapide :** Cette opportunité de projet Women TechEU aligne avec les objectifs et les expériences de l'entreprise dans les domaines de l'entrepreneuriat, de l'incubation, de l'accélération, de la déeptechnologie et de l'écosystème de startups. Les activités attendues, telles que l'organisation d'appels à projets, l'évaluation de propositions, la mise en réseau et la promotion de femmes entrepreneurs en technologies émergentes, sont similaires à celles déjà réalisées dans les projets FACTORIAT, National Entrepreneurship Program, Arab Bank Strategy, World Bank Collaboration, MDBAN, BIATLABS et TECHNORIAT. De plus, l'initiative Women TechEU vise à renforcer la diversité et l'égalité des sexes dans les écosystèmes de startups, ce qui s'aligne avec les thématiques déjà abordées par l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MSCA-2025-SE-01-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Pertinence : Oui

Projets similaires détectés: FACTORIAT, TECHNORIAT PPP Program, ABI – Applied Biotech & Innovation

Résumé rapide expliquant ma réponse:

L'appel à projet MSCA Staff Exchanges concerne la mobilité internationale, inter-sectorielle et interdisciplinaire de personnel de recherche et d'innovation, ainsi que la coopération et le transfert de connaissances entre secteurs et disciplines. Cette approche est similaire à celle des projets FACTORIAT, où le soutien est apporté à des startups Deeptech et Hardware, TECHNORIAT, qui vise à rapprocher la recherche et l'entrepreneuriat via l'incubation et l'accélération, et ABI, qui cherche à transformer les découvertes en solutions commerciales via la licence de propriété intellectuelle. De plus, l'appel à projet met l'accent sur le développement de compétences, l'innovation et la coopération internationale, ce qui aligne avec les objectifs des projets précédents de l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CLEAN-AVIATION-2025-03-SMR-03?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Pertinence : Oui

Projets similaires détectés : FACTORIAT, TECHNORIAT PPP Program

Résumé rapide expliquant ma réponse :

Cette opportunité spécifique est pertinente car elle concerne la maturation technologique et la démonstration d'un système énergétique pour des avions, ce qui relève de la Deeptech et de la prototypage, deux axes qui sont similaires à ceux du projet FACTORIAT. De plus, la maturation technologique et l'incubation/accélération de la recherche sont également des éléments clés du projet TECHNORIAT PPP Program. L'entreprise a déjà une expérience pertinente dans ces domaines, ce qui la rende apte à répondre à cet appel à projet."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/PPPA-2025-COUNSEL?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=50&sortBy=startDate","Après avoir analysé l'appel à projets et la liste des projets déjà réalisés par l'entreprise, voici ma réponse :

* Pertinence : Non
* Projets similaires détectés : Aucun
* Résumé rapide expliquant ma réponse :

L'appel à projets concerne spécifiquement la migration laborale, les conseils et les réseaux de soutien aux travailleurs migrants, ce qui est très éloigné des projets déjà réalisés par l'entreprise, qui sont principalement axés sur le développement économique, l'entrepreneuriat, la innovation, la Recherche & Développement, la Deeptech, etc. Aucun des projets précédents ne concerne ce domaine spécifique de la migration laborale."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EUAF-2025-TA-03?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate","Pertinence : Non  

Projets similaires détectés : Aucun  

Résumé rapide : L'appel à projet concerne la lutte contre la fraude et l'analyse de données pour protéger les intérêts de l'Union européenne, ce qui est très éloigné du portefeuille de projets de l'entreprise, qui se focalise sur l'entrepreneuriat, la déeptech, l'incubation, l'accélération, les startups et l'économie numérique. Aucun des projets précédemment réalisés par l'entreprise ne concerne la lutte contre la fraude ou l'analyse de données pour des fins régaliennes."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/SMP-CONS-2025-ADR-RAD?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projets concerne la résolution de litiges et les actions collectives au niveau de l'Union européenne, ce qui est très différent des projets R&D et d'incubation que l'entreprise a déjà réalisés, qui portaient sur la création d'écosystèmes de startups, la Deeptech, la biotechnologie, la économie numérique, etc. Il n'y a pas desimilarité avec les projets précédents."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ESF-2025-AG-NETW-MF-SE?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projet spécifique vise à soutenir la development de l'économie sociale et des entreprises sociales en Europe, en mettant en avant les principes du Pilier Européen des Droits Sociaux. Les projets de l'entreprise portent sur des domaines tels que la Deeptech, l'incubation, l'innovation, la stratégie, le financement, etc. mais pas spécifiquement sur l'économie sociale et les entreprises sociales. Il n'y a pas de projet similaire détecté dans la liste des projets de l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-EUROHPC-2025-INCO-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projet est centré sur le soutien à la convergence des supercalculateurs et de l'intelligence artificielle massive, spécifiquement dans le contexte du consortium Trillion Parameter Consortium. Les projets précédents de l'entreprise ne présentent pas de similarités directes avec ce domaine spécifique, qui est plus lié aux sciences et à la recherche qu'aux startups, à l'incubation ou à l'écosystème entrepreneurial. Les axes clés tels que la recherche scientifique, le développement de modèles AI pour la science, la gouvernance de la recherche et la coordination entre les acteurs européennes et internationaux sont éloignés des expériences précédentes de l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ERASMUS-YOUTH-2025-CSC-OG-FPA?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projets spécifique vise à soutenir des organisations non gouvernementales européennes travaillant avec des jeunes, dans les domaines de la participation citoyenne, de l'éducation, de la démocratie et de l'environnement. Les projets antérieurs de l'entreprise sont principalement liés à l'entrepreneuriat, les startups, l'économie numérique, la recherche et l'incubation, sans lien direct avec les objectifs et domaines de cet appel à projets."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIT-2025?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate","Pertinence : Oui

Projets similaires détectés : Factoriat, National Entrepreneurship Program, Arab Bank Strategy, World Bank Collaboration, BIATLABS, TECHNORIAT PPP Program, MDBAN – Business Angels Network, ABI – Applied Biotech & Innovation

Résumé rapide : L'appel à projets EIT KIC pour le domaine des secteurs et écosystèmes de l'eau, marines et maritimes correspond aux compétences et à l'expérience de l'entreprise dans les domaines de l'innovation, de l'entrepreneuriat, de la création d'écosystèmes, de l'incubation, de l'accélération, du financement, de la stratégie de développement, etc. Les projets déjà réalisés par l'entreprise, tels que Factoriat, National Entrepreneurship Program, Arab Bank Strategy, World Bank Collaboration, BIATLABS, TECHNORIAT PPP Program, MDBAN – Business Angels Network, ABI – Applied Biotech & Innovation, démontrent une expertise pertinente pour répondre aux attentes de l'appel à projets EIT KIC."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-2025-PATHFINDEROPEN?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate","Réponse :

- Pertinence : Oui
- Projets similaires détectés : FACTORIAT, TECHNORIAT PPP Program
- Résumé rapide expliquant ta réponse :

L'appel à projets EIC Pathfinder Open présente une pertinence élevée avec les projets déjà réalisés par l'entreprise, notamment dans les domaines de la Deeptech, de l'innovation et de la recherche scientifique. Les axes clés de l'appel à projets, tels que le soutien à l'innovation radicale, la recherche à haut risque, la valorisation de la propriété intellectuelle et l'émancipation de la communauté scientifique, sont alignés avec les projets déjà menés, tels que FACTORIAT et TECHNORIAT PPP Program. De plus, l'appel à projets met en avant l'importance de la collaboration interdisciplinaire et la promotion de la diversité dans les équipes, ce qui correspond également aux pratiques de l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2025-DA-AIR-EPE?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide expliquant ma réponse : 
L'appel à projet spécifique concerne le développement de nouvelles technologies pour améliorer la coopération entre les pilotes et les machines dans les avions de combat, ce qui est loin des thématiques de Deeptech, startup, incubation, acceleration, biotech, One Health, etc. qui sont les axes principaux des projets déjà réalisés par l'entreprise. Il n'y a pas de similarité évidente entre les deux, ce qui rend cette opportunité non pertinente pour l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2025-DA-GROUND-LCC-STEP?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=5&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : None

Résumé rapide : Cette opportunité est très spécifique et technique, elle concerne le domaine de la défense et de la sécurité, ce qui n'est pas en lien avec les domaines d'expertise de l'entreprise (Deeptech, Hardware, Incubation, Prototyping, Acceleration, Entrepreneurship, Biotech, Digital Economy, Strategic Development, Financing). L'entreprise n'a pas déjà réalisé de projets similaires dans le domaine de la défense et de la sécurité."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2025-DA-PROTMOB-SS?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=6&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide expliquant ma réponse :
L'appel à projet concerne spécifiquement le développement d'un système de soldat pour les forces armées, avec un focus sur l'innovation, l'interopérabilité, la modularité et la protection des soldats. Les projets précédemment réalisés par l'entreprise ne montrent pas de liens directs avec ce type de projet, qui nécessite une expertise dans le domaine de la défense et des technologies de pointe."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2025-DA-GROUND-FM2LP?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=6&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'opportunité spécifique décrite concerne le développement de véhicules blindés de combat pour les forces armées, ce qui est très éloigné des projets précédents de l'entreprise qui se concentrent sur l'incubation, l'accélération, la création d'écosystèmes d'entreprises, l'innovation et le financement, principalement dans les domaines de la technologie, de la santé et de l'économie numérique. Aucun des projets précédents de l'entreprise ne concerne directement les technologies de défense ou les véhicules militaires."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2025-DA-SPACE-SBISR?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=6&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : None

Résumé rapide : L'appel à projet est spécifique à la création d'une constellation de petits satellites pour des applications de reconnaissance spatiale (ISR) pour la défense et la sécurité, ce qui n'est pas aligné avec les thématiques de l'entreprise qui sont plutôt focalisées sur l'incubation, l'accélération, la stratégie et l'écosystème entrepreneurial, même si certains projets ont des éléments de technologie de pointe (Deeptech) ou d'innovation (Biotech). Il n'y a pas de projet similaire détecté parmi les projets de l'entreprise."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2025-DA-AIR-CAC?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=6&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : Aucun

Résumé rapide : L'appel à projet est très spécifique et concerne la défense, les technologies de l'information, l'intelligence artificielle, etc. Les projets déjà réalisés par l'entreprise sont principalement liés à l'entrepreneuriat, la stratégie, l'incubation, l'accélération, la recherche et développement, mais pas directement lié à la défense, la sécurité ou les technologies militaires."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2025-DA-NAVAL-DSNCC-STEP?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=6&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : None

Résumé rapide : L'appel à projet est spécifiquement lié au secteur naval et aux technologies de défense, ce qui n'est pas une spécialité de l'entreprise qui a plutôt une expertise dans les domaine de la Deeptech, du numérique, de l'incubation, de l'accélération et du financement de startups. Il n'y a pas de synergies évidentes avec les projets précédents."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2025-DA-UWW-AUWN-STEP?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=6&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : None

Résumé rapide : L'appel à projet est spécifiquement lié à la défense et à la sécurité, ce qui est différent des projets de l'entreprise qui sont plus liés à l'innovation, au développement économique et à l'entreprenariat. Aucun des projets précédents de l'entreprise n'a affiché de similarité avec ce domaine de la défense et de la sécurité."
"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2025-LS-RA-SI-CYBER-3RAV-STEP?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=6&pageSize=50&sortBy=startDate","Pertinence : Non

Projets similaires détectés : None

Résumé rapide expliquant ma réponse :

L'appel à projet est axé sur la cybersécurité des véhicules autonomes (UxVs) dans le domaine de la défense, ce qui est très spécifique et loin des thématiques principales de l'entreprise, qui sont plus orientées vers l'entrepreneuriat, le développement des startups, l'incubation, la Deeptech, et la stratégie de développement économique. Aucun des projets précédemment réalisés ne montre une proximité thématique ou de contenu avec cet appel à projet."
